candidate_id,rank,score,reasoning
CAND_0006418,52,0.803891,"Solid pick: 5.7 YOE as Machine Learning Engineer at Verloop.io. Expert-level skills include Semantic Search, Embeddings, Weaviate, Learning to Rank, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Verloop.io). Availability signals: actively open to work; high response rate (92%). Notice period 60d — above the JD's preferred 30-day threshold. Located in Gurgaon, Haryana (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0080766,53,0.803104,"Solid pick: 8.8 YOE as Staff Machine Learning Engineer at Salesforce. Expert-level skills include Search Backend, LoRA, Search & Discovery, Search Infrastructure, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Salesforce). Availability signals: not marked open to work. Immediate joiner. Located in Coimbatore, Tamil Nadu (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0066376,54,0.801718,"Solid pick: 5.7 YOE as Applied ML Engineer at Dream11. Expert-level skills include LoRA, Learning to Rank, LLMs, Deep Learning, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Dream11). Availability signals: actively open to work. Notice period 90d — above the JD's preferred 30-day threshold. Located in Mumbai, Maharashtra (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0018722,55,0.801529,"Solid pick: 6.6 YOE as Recommendation Systems Engineer at Saarthi.ai. Expert-level skills include Weaviate, Python, TensorFlow, Hugging Face Transformers, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Saarthi.ai). Availability signals: actively open to work; high response rate (79%). Notice period 90d — above the JD's preferred 30-day threshold. Located in Toronto (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0066999,56,0.80078,"Solid pick: 5.9 YOE as Recommendation Systems Engineer at Microsoft. Expert-level skills include OpenSearch, FAISS, LLMs, BM25, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Microsoft). Availability signals: actively open to work. Notice period 15d — within the JD's preferred range. Located in Delhi, Delhi (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0010770,57,0.80004,"Solid pick: 15.2 YOE as Recommendation Systems Engineer at Aganitha. Expert-level skills include Haystack, Qdrant, Learning to Rank, TensorFlow, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Aganitha). Availability signals: actively open to work; high response rate (73%). Notice period 30d — within the JD's preferred range. Located in Kolkata, West Bengal (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0005260,58,0.79984,"Solid pick: 5.2 YOE as Senior NLP Engineer at Netflix. Expert-level skills include Semantic Search, Deep Learning, Python, NLP, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Netflix). Availability signals: not marked open to work; high response rate (86%). Notice period 60d — above the JD's preferred 30-day threshold. Located in Chennai, Tamil Nadu (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0050876,59,0.799821,"Solid pick: 6.0 YOE as Applied ML Engineer at Freshworks. Expert-level skills include scikit-learn, OpenSearch, QLoRA, Sentence Transformers, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Freshworks). Availability signals: actively open to work. Notice period 90d — above the JD's preferred 30-day threshold. Located in Kolkata, West Bengal (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0094759,60,0.79894,"Solid pick: 8.6 YOE as Lead AI Engineer at Meta. Expert-level skills include Prompt Engineering, Hugging Face Transformers, Semantic Search, Fine-tuning LLMs, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Meta). Availability signals: not marked open to work; low response rate (11%). Notice period 30d — within the JD's preferred range. Located in Mumbai, Maharashtra (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0039838,61,0.79884,"Marginal selection: 4.9 YOE as Recommendation Systems Engineer at Amazon. Expert-level skills include LoRA, RAG, Milvus, Vector Search, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Amazon). Availability signals: actively open to work; high response rate (80%). Notice period 90d — above the JD's preferred 30-day threshold. Located in Kochi, Kerala (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0061655,62,0.79852,"Marginal selection: 4.6 YOE as Machine Learning Engineer at Krutrim. Expert-level skills include PEFT, Pinecone, Machine Learning, NLP, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Krutrim). Availability signals: not marked open to work; high response rate (88%). Notice period 15d — within the JD's preferred range. Located in Jaipur, Rajasthan (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0006557,63,0.797977,"Marginal selection: 7.9 YOE as NLP Engineer at Paytm. Expert-level skills include OpenSearch, LlamaIndex, Vector Search, FAISS, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Paytm). Availability signals: actively open to work. Notice period 120d — above the JD's preferred 30-day threshold. Located in Jaipur, Rajasthan (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0077285,64,0.797958,"Marginal selection: 5.5 YOE as Recommendation Systems Engineer at Nykaa. Expert-level skills include LoRA, Sentence Transformers, Embeddings, Information Retrieval, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Nykaa). Availability signals: actively open to work. Notice period 60d — above the JD's preferred 30-day threshold. Located in Ahmedabad, Gujarat (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0028793,65,0.797853,"Marginal selection: 7.2 YOE as Search Engineer at Google. Expert-level skills include Embeddings, Haystack, LoRA, Information Retrieval, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Google). Availability signals: actively open to work. Notice period 120d — above the JD's preferred 30-day threshold. Located in Trivandrum, Kerala (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0008425,66,0.797373,"Marginal selection: 7.8 YOE as Senior NLP Engineer at Ola. Expert-level skills include Learning to Rank, Qdrant, pgvector, Sentence Transformers, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Ola). Availability signals: actively open to work. Notice period 90d — above the JD's preferred 30-day threshold. Located in Kolkata, West Bengal (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0062247,67,0.795304,"Marginal selection: 7.3 YOE as AI Engineer at Google. Expert-level skills include Pinecone, Vector Search, Qdrant, Hugging Face Transformers, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Google). Availability signals: actively open to work; high response rate (78%). Notice period 30d — within the JD's preferred range. Located in Kochi, Kerala (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0083307,68,0.793462,"Marginal selection: 7.8 YOE as Search Engineer at CRED. Expert-level skills include Embeddings, QLoRA, PEFT, Pinecone, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (CRED). Availability signals: actively open to work; high response rate (70%). Notice period 120d — above the JD's preferred 30-day threshold. Located in Vizag, Andhra Pradesh (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0081852,69,0.793449,"Marginal selection: 5.9 YOE as Senior Data Scientist at Mad Street Den. Expert-level skills include Semantic Search, Milvus, pgvector, Haystack, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Mad Street Den). Availability signals: actively open to work. Notice period 45d — above the JD's preferred 30-day threshold. Located in Delhi, Delhi (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0078492,70,0.79038,"Marginal selection: 5.1 YOE as Recommendation Systems Engineer at Verloop.io. Expert-level skills include Machine Learning, Haystack, FAISS, Qdrant, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Verloop.io). Availability signals: actively open to work; high response rate (70%). Notice period 30d — within the JD's preferred range. Located in Kochi, Kerala (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0064270,71,0.7901,"Marginal selection: 4.2 YOE as Applied ML Engineer at Verloop.io. Expert-level skills include LlamaIndex, PyTorch, Learning to Rank, Machine Learning, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Verloop.io). Availability signals: not marked open to work; high response rate (82%). Notice period 45d — above the JD's preferred 30-day threshold. Located in Pune, Maharashtra (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0087630,72,0.786316,"Marginal selection: 7.2 YOE as AI Engineer at Vedantu. Expert-level skills include NLP, QLoRA, Hugging Face Transformers, Sentence Transformers, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Vedantu). Availability signals: not marked open to work. Notice period 30d — within the JD's preferred range. Located in Gurgaon, Haryana (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0042029,73,0.785123,"Marginal selection: 6.5 YOE as Senior Data Scientist at Flipkart. Expert-level skills include PyTorch, NLP, RAG, Haystack, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Flipkart). Availability signals: not marked open to work. Notice period 45d — above the JD's preferred 30-day threshold. Located in Delhi, Delhi (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0026532,74,0.783843,"Marginal selection: 4.8 YOE as Recommendation Systems Engineer at Zomato. Expert-level skills include Embeddings, Semantic Search, Milvus, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Zomato). Availability signals: actively open to work. Notice period 90d — above the JD's preferred 30-day threshold. Located in Chennai, Tamil Nadu (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0011162,75,0.783589,"Marginal selection: 5.8 YOE as Recommendation Systems Engineer at upGrad. Expert-level skills include FAISS, Vector Search, LangChain, LoRA, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (upGrad). Availability signals: actively open to work; high response rate (75%). Notice period 90d — above the JD's preferred 30-day threshold. Located in Coimbatore, Tamil Nadu (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0051004,76,0.783391,"Marginal selection: 4.7 YOE as Senior Data Scientist at CRED. Expert-level skills include Qdrant, PEFT, Fine-tuning LLMs, Prompt Engineering, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (CRED). Availability signals: actively open to work. Notice period 15d — within the JD's preferred range. Located in Delhi, Delhi (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0045250,77,0.782587,"Marginal selection: 6.6 YOE as Applied ML Engineer at Rephrase.ai. Expert-level skills include Sentence Transformers, Embeddings, NLP, LangChain, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Rephrase.ai). Availability signals: not marked open to work; high response rate (74%). Notice period 15d — within the JD's preferred range. Located in Delhi, Delhi (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0075249,78,0.7825,"Marginal selection: 6.2 YOE as Applied ML Engineer at Zomato. Expert-level skills include Sentence Transformers, Milvus, Machine Learning, Fine-tuning LLMs, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Zomato). Availability signals: actively open to work; high response rate (82%). Notice period 45d — above the JD's preferred 30-day threshold. Located in Ahmedabad, Gujarat (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0057701,79,0.78102,"Marginal selection: 4.1 YOE as Recommendation Systems Engineer at Verloop.io. Expert-level skills include Prompt Engineering, OpenSearch, Python, Machine Learning, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Verloop.io). Availability signals: actively open to work. Notice period 120d — above the JD's preferred 30-day threshold. Located in Chandigarh, Chandigarh (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0047721,80,0.78092,"Marginal selection: 7.0 YOE as Senior Data Scientist at Microsoft. Expert-level skills include Learning to Rank, BM25, Information Retrieval, Qdrant, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Microsoft). Availability signals: not marked open to work. Notice period 90d — above the JD's preferred 30-day threshold. Located in Coimbatore, Tamil Nadu (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0037566,81,0.780578,"Marginal selection: 6.9 YOE as Machine Learning Engineer at LinkedIn. Expert-level skills include Pinecone, LlamaIndex, QLoRA, TensorFlow, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (LinkedIn). Availability signals: actively open to work. Notice period 15d — within the JD's preferred range. Located in Bangalore, Karnataka (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0091534,82,0.779652,"Marginal selection: 16.6 YOE as AI Engineer at Flipkart. Expert-level skills include scikit-learn, Sentence Transformers, RAG, LlamaIndex, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Flipkart). Availability signals: not marked open to work; high response rate (84%). Notice period 30d — within the JD's preferred range. Located in Gurgaon, Haryana (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0058688,83,0.778035,"Marginal selection: 6.7 YOE as AI Engineer at Vedantu. Expert-level skills include scikit-learn, LlamaIndex, Embeddings, Information Retrieval, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Vedantu). Availability signals: actively open to work; high response rate (74%). Notice period 15d — within the JD's preferred range. Located in Berlin (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0037944,84,0.77774,"Marginal selection: 4.9 YOE as Senior Data Scientist at Vedantu. Expert-level skills include Vector Search, Machine Learning, OpenSearch, Embeddings, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Vedantu). Availability signals: actively open to work. Notice period 30d — within the JD's preferred range. Located in Jaipur, Rajasthan (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0076831,85,0.777563,"Marginal selection: 4.0 YOE as Search Engineer at Krutrim. Expert-level skills include LLMs, Milvus, NLP, Fine-tuning LLMs, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Krutrim). Availability signals: actively open to work. Notice period 90d — above the JD's preferred 30-day threshold. Located in Delhi, Delhi (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0072688,86,0.777389,"Marginal selection: 6.9 YOE as Data Scientist at Niramai. Partial ML skill overlap (Milvus, Apache Flink, Data Science, Time Series, Object Detection); some JD requirements covered. Career includes Tier-A/B product companies (Niramai). Availability signals: actively open to work; high response rate (87%). Notice period 45d — above the JD's preferred 30-day threshold. Located in Pune, Maharashtra (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0096142,87,0.77714,"Marginal selection: 5.0 YOE as Applied ML Engineer at upGrad. Expert-level skills include Pinecone, Python, NLP, BM25, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (upGrad). Availability signals: actively open to work; high response rate (84%). Notice period 120d — above the JD's preferred 30-day threshold. Located in Hyderabad, Telangana (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0044855,88,0.776768,"Marginal selection: 6.6 YOE as Senior Data Scientist at Flipkart. Expert-level skills include Learning to Rank, OpenSearch, Information Retrieval, Pinecone, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Flipkart). Availability signals: not marked open to work. Notice period 60d — above the JD's preferred 30-day threshold. Located in Coimbatore, Tamil Nadu (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0041568,89,0.776625,"Marginal selection: 5.2 YOE as Search Engineer at Haptik. Expert-level skills include PEFT, Weaviate, TensorFlow, BM25, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Haptik). Availability signals: actively open to work. Notice period 90d — above the JD's preferred 30-day threshold. Located in Sydney (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0030348,90,0.77478,"Marginal selection: 4.5 YOE as Machine Learning Engineer at BYJU'S. Expert-level skills include LlamaIndex, PyTorch, pgvector, Haystack, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (BYJU'S). Availability signals: actively open to work. Notice period 45d — above the JD's preferred 30-day threshold. Located in Noida, Uttar Pradesh (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0053591,91,0.77446,"Marginal selection: 5.3 YOE as AI Engineer at Ola. Expert-level skills include OpenSearch, Sentence Transformers, Qdrant, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Ola). Availability signals: actively open to work; high response rate (81%). Notice period 60d — above the JD's preferred 30-day threshold. Located in Toronto (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0013536,92,0.77426,"Marginal selection: 14.1 YOE as Applied ML Engineer at Haptik. Expert-level skills include Prompt Engineering, Embeddings, QLoRA, Pinecone, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Haptik). Availability signals: actively open to work; high response rate (87%). Notice period 90d — above the JD's preferred 30-day threshold. Located in Trivandrum, Kerala (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0015528,93,0.7735,"Marginal selection: 7.4 YOE as Applied ML Engineer at Krutrim. Expert-level skills include Weaviate, LangChain, Information Retrieval, OpenSearch, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Krutrim). Availability signals: not marked open to work. Notice period 30d — within the JD's preferred range. Located in Coimbatore, Tamil Nadu (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0071939,94,0.77244,"Marginal selection: 6.4 YOE as Data Scientist at Krutrim. Partial ML skill overlap (TTS, Elasticsearch, OpenSearch, Embeddings, QLoRA); some JD requirements covered. Career includes Tier-A/B product companies (Krutrim). Availability signals: actively open to work. Notice period 30d — within the JD's preferred range. Located in Pune, Maharashtra (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0074735,95,0.77144,"Marginal selection: 5.5 YOE as Applied ML Engineer at Rephrase.ai. Expert-level skills include RAG, Prompt Engineering, LlamaIndex, Machine Learning, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Rephrase.ai). Availability signals: actively open to work; high response rate (77%). Notice period 90d — above the JD's preferred 30-day threshold. Located in Chandigarh, Chandigarh (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0079284,96,0.770574,"Marginal selection: 4.9 YOE as Machine Learning Engineer at Google. Expert-level skills include Recommendation Systems, LlamaIndex, Qdrant, Elasticsearch, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Google). Availability signals: not marked open to work; high response rate (79%). Notice period 30d — within the JD's preferred range. Located in Hyderabad, Telangana (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0039521,97,0.7691,"Marginal selection: 3.0 YOE as Search Engineer at Salesforce. Expert-level skills include Hugging Face Transformers, Weaviate, BM25, Haystack, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Salesforce). Availability signals: not marked open to work. Notice period 30d — within the JD's preferred range. Located in Coimbatore, Tamil Nadu (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0053695,98,0.765814,"Marginal selection: 5.8 YOE as Recommendation Systems Engineer at Meesho. Expert-level skills include Pinecone, LangChain, Recommendation Systems, TensorFlow, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Meesho). Availability signals: actively open to work. Notice period 15d — within the JD's preferred range. Located in Bhubaneswar, Odisha (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
CAND_0089552,99,0.76498,"Marginal selection: 6.0 YOE as Machine Learning Engineer at Netflix. Expert-level skills include TensorFlow, Qdrant, Vector Search, Fine-tuning LLMs, directly matching the JD's retrieval/ranking requirements. Career includes Tier-A/B product companies (Netflix). Availability signals: not marked open to work. Notice period 120d — above the JD's preferred 30-day threshold. Located in Kolkata, West Bengal (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history; not actively signaling job search intent."
CAND_0073007,100,0.76488,"Marginal selection: 5.8 YOE as AI Specialist at Aganitha. Partial ML skill overlap (Milvus, BentoML, PyTorch, Embeddings, Computer Vision); some JD requirements covered. Career includes Tier-A/B product companies (Aganitha). Availability signals: actively open to work; high response rate (83%). Notice period 60d — above the JD's preferred 30-day threshold. Located in Bangalore, Karnataka (matches JD's preferred Pune/Noida/NCR geography). Concerns: no clear Tier-A/B product company in career history."
